Citizenship,Undergraduate Institution,Undergraduate Major,GPA,Graduation Year,Graduate Degree of Interest,Top Choice,Second Choice,Gender,Ethnicity
U.S. Citizen,University of Florida,Computer Engineering,3.99,2018,Masters,Computer Engineering,Computer Science/Engineering,Male,White
U.S. Citizen,University of Florida,Computer Science Engineering,3.29,2019,Ph.D. with Masters,Computer Science/Engineering,Human Computer-Interaction/Factors Engineering,Female,Hispanic
U.S. Citizen,University of Florida,Aerospace Engineering,3.12,2018,Masters,Aerospace Engineering,Mechanical Engineering,Female,Asian
U.S. Citizen,University of Florida,Chemical Engineering,3.57,2019,Ph.D. only (have Masters),Chemical Engineering,Electrical Engineering,Male,White
U.S. Citizen,University of Florida,Electrical Engineering,3.58,2019,Masters,Electrical Engineering,,Male,White
U.S. Citizen,University of Florida,Electrical Engineering,3.92,2020,Masters,Electrical Engineering,Energy Engineering,Male,Black/African American
U.S. Citizen,University of Florida,Computer Science,3.42,2017,Ph.D. with Masters,Computer Science/Engineering,Computer Information Systems,Male,Hispanic
U.S. Citizen,University of Florida,Aerospace Engineering,3.16,2019,Masters,Aerospace Engineering,Naval Engineering,Male,Hispanic
U.S. Citizen,University of Florida,Mechanical Engineering,3.35,2018,Online Masters,Aerospace Engineering,Mechanical Engineering,Female,Hispanic
U.S. Citizen,University of Florida,Computer Engineering,3.34,2019,Masters,Computer Science/Engineering,Human Computer-Interaction/Factors Engineering,"Male,LGBTQ+","Hispanic,White"
U.S. Citizen,University of Florida,Mechanical Engineering,3.42,2018,Masters,Biomedical Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.25,2017,Masters,Industrial/Systems Engineering,Mechanical Engineering,Female,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.19,2018,Masters,Computer Science/Engineering,Mechanical Engineering,"Female,Male",Hispanic
Permanent Resident,University of Florida,Electrical Engineering,3.86,2020,Ph.D. with Masters,Electrical Engineering,Bioengineering,Male,Hispanic
U.S. Citizen,University of Florida,Nuclear Engineering,3.36,2019,Masters,Nuclear Engineering,,Male,White
Permanent Resident,University of Florida,Civil Engineering,3.05,2018,Online Masters,Civil Engineering,Financial Engineering,Male,"Hispanic,White"
U.S. Citizen,University of Florida,Computer Engineering,3.27,2019,Masters,Computer Engineering,Computer Science/Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical/Aerospace Engineering,3.95,2018,Masters,Biomedical Engineering,Biological Engineering,Male,White
U.S. Citizen,University of Florida,Computer Engineering,3.12,2019,Masters,Computer Engineering,Financial Engineering,Female,White
U.S. Citizen,University of Florida,Civil Engineering and Environmental Engineering,3.92,2018,Masters,Environmental Engineering,Civil Engineering,Male,White
U.S. Citizen,University of Florida,Computer Science,3.74,2019,Masters,Computer Science/Engineering,Computer Information Systems,Male,White
U.S. Citizen,University of Florida,Computer Engineering,3.71,2018,Ph.D. with Masters,Computer Engineering,Electrical Engineering,Male,White
U.S. Citizen,University of Florida,Civil engineering,3.36,2019,Masters,Civil Engineering,Structural Engineering,Female,White
U.S. Citizen,University of Florida,Computer Engineering,3.5,2018,Masters,Human Computer-Interaction/Factors Engineering,Computer Science/Engineering,Male,Black/African American
U.S. Citizen,University of Florida,Industrial Engineering,3.66,2018,Masters,Industrial/Systems Engineering,,Female,White
U.S. Citizen,University of Florida,Chemical Engineering,3.17,2018,Ph.D. with Masters,Materials Science/Polymers Engineering,Applied Physics,Female,White
U.S. Citizen,University of Florida,Computer Engineering,3.27,2020,Masters,Computer Engineering,Electrical Engineering,Female,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.61,2020,Masters,Computer Engineering,Aerospace Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.6,2017,Masters,Mechanical Engineering,Aerospace Engineering,Male,White
U.S. Citizen,University of Florida,Computer Science and Mathematics,3.85,2019,Ph.D. with Masters,Computer Science/Engineering,Neural Engineering,Male,White
U.S. Citizen,University of Florida,Industrial and Systems Engineering,3.84,2019,Masters,Industrial/Systems Engineering,,Female,White
U.S. Citizen,University of Florida,Civil Engineering,3.41,2018,Masters,Structural Engineering,Civil Engineering,Male,White
U.S. Citizen,University of Florida,Computer Engineering,4,2019,Ph.D. with Masters,Computer Engineering,Computer Science/Engineering,Female,White
International,University of Florida,Powder Material Science and Engineering,3.8,2018,Ph.D. only (have Masters),Materials Science/Polymers Engineering,,Male,Asian
U.S. Citizen,University of Florida,Industrial and Systems Engineering,3.86,2018,Masters,Industrial/Systems Engineering,,Male,White
International,University of Florida,Chemical Engineering,3.44,2018,Masters,Biomedical Engineering,Aerospace Engineering,Male,Asian
U.S. Citizen,University of Florida,Biomedical Engineering,3.2,2019,Ph.D. with Masters,Biomedical Engineering,Materials Science/Polymers Engineering,Female,"American Indian or Alaska Native,White"
U.S. Citizen,University of Florida,Aerospace Engineering,3.75,2018,Masters,Aerospace Engineering,,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.65,2019,Masters,Electrical Engineering,Financial Engineering,Male,Asian
U.S. Citizen,University of Florida,Industrial and system engineering,3.28,2019,Masters,Operations Engineering,Structural Engineering,Female,White
U.S. Citizen,University of Florida,Biomedical Engineering,3.12,2021,Masters,Biomedical Engineering,Mechanical Engineering,Female,White
U.S. Citizen,University of Florida,Chemical Engineering,3.77,2019,Online Masters,Biomedical Engineering,Energy Engineering,Female,"Asian,Hispanic"
U.S. Citizen,University of Florida,Industrial and Systems Engineering,3.5,2018,Masters,Industrial/Systems Engineering,MBA,Male,White
U.S. Citizen,University of Florida,Aerospace/Mechanical,3.9,2019,Masters,Aerospace Engineering,Mechanical Engineering,"Female,Male","American Indian or Alaska Native,White"
U.S. Citizen,University of Florida,Computer Science,3.8,2019,Masters,Computer Science/Engineering,Human Computer-Interaction/Factors Engineering,Female,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.36,2019,Masters,Mechanical Engineering,Biomedical Engineering,Female,White
U.S. Citizen,University of Florida,Aerospace,3.61,2020,Masters,Aerospace Engineering,Mechanical Engineering,Female,White
U.S. Citizen,University of Florida,Nuclear Engineering,3.94,2018,Ph.D. with Masters,Nuclear Engineering,,Female,White
U.S. Citizen,University of Florida,Environmental Engineering,3.32,2017,Masters,Environmental Engineering,Coastal/Water Systems Engineering,Female,White
U.S. Citizen,University of Florida,Environmental Engineering,3.84,2020,Ph.D. with Masters,Environmental Engineering,,LGBTQ+,Asian
U.S. Citizen,University of Florida,Civil Engineering,3.15,2017,Masters,Civil Engineering,,Female,"Asian,Black/African American"
U.S. Citizen,University of Florida,Mechanical Engineering,3.03,2017,Masters,Automotive Engineering,Aerospace Engineering,Male,White
U.S. Citizen,University of Florida,Biomedical Engineering,3.35,2018,Masters,Biomedical Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Florida,Industrial and Systems Engineering,3.42,2018,Ph.D. with Masters,Transportation Engineering,Operations Engineering,Female,White
U.S. Citizen,University of Florida,"Electrical Engineering, Physics",3.73,2018,Ph.D. with Masters,Applied Physics,Optical Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.41,2018,Ph.D. with Masters,Mechanical Engineering,Aerospace Engineering,Female,White
U.S. Citizen,University of Florida,Chemical Engineering,3.22,2018,Ph.D. with Masters,Biomedical Engineering,,"Female,LGBTQ+",White
U.S. Citizen,University of Florida,Civil Engineering,3.97,2019,Masters,Structural Engineering,Architectural Engineering,Male,White
U.S. Citizen,University of Florida,Aerospace Engineering and Mechanical Engineering,3.38,2017,Ph.D. with Masters,Aerospace Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.35,2019,Masters,Mechanical Engineering,Aerospace Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical engineeringn,4,2019,Masters,Mechanical Engineering,Robotics Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,4,2020,Masters,Mechanical Engineering,Aerospace Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.14,2017,Masters,Ocean Engineering,,Female,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.96,2019,Masters,Mechanical Engineering,Robotics Engineering,Female,White
U.S. Citizen,University of Florida,Aerospace Engineering,3.79,2018,Masters,Aerospace Engineering,Robotics Engineering,Male,Hispanic
U.S. Citizen,University of Florida,Civil Engineering,3.21,2019,Masters,Coastal/Water Systems Engineering,Civil Engineering,Female,White
U.S. Citizen,University of Florida,Aerospace Engineering,4,2020,Masters,Aerospace Engineering,Mechanical Engineering,Male,White
Permanent Resident,University of Florida,Computer Science,3.27,2019,Masters,Computer Science/Engineering,Computer Information Systems,Male,Asian
U.S. Citizen,University of Florida,Biomedical Engineering,3.5,2019,Masters,Biomedical Engineering,Materials Science/Polymers Engineering,"Male,LGBTQ+",Asian
U.S. Citizen,University of Florida,Mechanical Engineering,3.36,2019,Masters,Mechanical Engineering,Aerospace Engineering,Male,Asian
U.S. Citizen,University of Florida,Biomedical engineering,3.79,2019,Masters,Biomedical Engineering,Bioengineering,Male,White
U.S. Citizen,University of Florida,Electrical engineering,3.98,2018,Ph.D. with Masters,Electrical Engineering,,Female,White
U.S. Citizen,University of Florida,Electrical Engineering,3.96,2019,Ph.D. with Masters,Electrical Engineering,Robotics Engineering,Male,White
U.S. Citizen,University of Florida,Environmental Engineering Sciences,3.85,2020,Ph.D. with Masters,Environmental Engineering,Materials Science/Polymers Engineering,Female,White
U.S. Citizen,University of Florida,Computer Engineering,3.46,2018,Masters,Computer Science/Engineering,Computer Engineering,Male,"American Indian or Alaska Native,Black/African American"
U.S. Citizen,University of Florida,Civil Engineering,3.8,2017,Masters,Civil Engineering,Coastal/Water Systems Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.12,2017,Masters,Robotics Engineering,Mechanical Engineering,Male,"Asian,White"
U.S. Citizen,University of Florida,Mechanical Engineering,3.37,2019,Ph.D. with Masters,Mechanical Engineering,Automotive Engineering,Male,Hispanic
U.S. Citizen,University of Florida,Industrial and Systems Engineering,3.8,2019,Masters,Operations Engineering,Industrial/Systems Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.63,2020,Masters,Robotics Engineering,Mechanical Engineering,Male,"Hispanic,White"
U.S. Citizen,University of Florida,Electrical Engineering,3.53,2019,Ph.D. with Masters,Electrical Engineering,Systems/Signals Engineering,Female,Black/African American
U.S. Citizen,University of Florida,Aerospace Engineering,3.73,2019,Masters,Aerospace Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Florida,Computer Engineering,3.1,2018,Masters,Computer Engineering,Computer Science/Engineering,Male,White
U.S. Citizen,University of Florida,Material Science and Engineering,3.4,2019,Ph.D. with Masters,Nanoscience Engineering,Materials Science/Polymers Engineering,Male,White
U.S. Citizen,University of Florida,Aerospace Engineering,3.35,2019,Ph.D. with Masters,Aerospace Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Florida,Biological Engineering,3.23,2018,Masters,Biological Engineering,Environmental Engineering,Female,White
U.S. Citizen,University of Florida,Industrial & Systems Engineering,3.73,2019,Masters,Industrial/Systems Engineering,Financial Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.66,2017,Masters,Mechanical Engineering,Robotics Engineering,Male,White
U.S. Citizen,University of Florida,Environmental engineering,3.5,2019,Ph.D. with Masters,Environmental Engineering,Chemical Engineering,Male,White
U.S. Citizen,University of Florida,Materials Science and Engineering,3.53,2020,Masters,Materials Science/Polymers Engineering,Bioengineering,Male,White
International,University of Florida,Civil engineering,4,2018,Masters,Civil Engineering,,Female,White
U.S. Citizen,University of Florida,Electrical Engineering,3.54,2019,Masters,Electrical Engineering,Computer Engineering,LGBTQ+,Hispanic
U.S. Citizen,University of Florida,Mechanical Engineering,3.87,2019,Ph.D. with Masters,Mechanical Engineering,Aerospace Engineering,Male,White
U.S. Citizen,University of Florida,Materials Science & Engineering,3.3,2018,Masters,Materials Science/Polymers Engineering,Environmental Engineering,Female,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.49,2019,Masters,Automotive Engineering,Mechanical Engineering,Male,Hispanic
Permanent Resident,University of Florida,Computer Science Engineering,3.64,2019,Masters,Computer Science/Engineering,Statistics,Male,Hispanic
U.S. Citizen,University of Florida,Areospace Engineering,3.77,2019,Ph.D. with Masters,Aerospace Engineering,Mechanical Engineering,Male,White
U.S. Citizen,University of Florida,Mechanical Engineering,3.15,2017,Masters,Automotive Engineering,Mechanical Engineering,Male,White
